EF_W_FACILITY_OVERVIEW.FACILITY_NAME,EF_W_FACILITY_OVERVIEW.FACILITY_ID,EF_W_FACILITY_OVERVIEW.REPORTING_YEAR,EF_W_FACILITY_OVERVIEW.TABLE_NUM,EF_W_FACILITY_OVERVIEW.TABLE_DESC,EF_W_FACILITY_OVERVIEW.INDUSTRY_SEGMENT,EF_W_FACILITY_OVERVIEW.BASIN_ASSOCIATED_WITH_FACILITY,EF_W_FACILITY_OVERVIEW.GAS_PROD_CAL_YEAR_FROM_WELLS,EF_W_FACILITY_OVERVIEW.GAS_PROD_CAL_YEAR_FOR_SALES,EF_W_FACILITY_OVERVIEW.OIL_PROD_CAL_YEAR_FOR_SALES,EF_W_FACILITY_OVERVIEW.SUB_BASIN_COUNTY,EF_W_FACILITY_OVERVIEW.SUB_BASIN_FORMATION_TYPE,EF_W_FACILITY_OVERVIEW.SUB_BASIN_IDENTIFIER,EF_W_FACILITY_OVERVIEW.API_GRAVITY,EF_W_FACILITY_OVERVIEW.GAS_OIL_WELL_RATIO,EF_W_FACILITY_OVERVIEW.AVERAGE_LOW_PRESSURE,EF_W_FACILITY_OVERVIEW.WELL_PRODUCING_END_OF_YEAR,EF_W_FACILITY_OVERVIEW.PRODUCING_WELLS_ACQUIRED,EF_W_FACILITY_OVERVIEW.PRODUCING_WELLS_DIVESTED,EF_W_FACILITY_OVERVIEW.WELLS_COMPLETED,EF_W_FACILITY_OVERVIEW.WELL_REMOVED_FROM_PRODUCTION,EF_W_FACILITY_OVERVIEW.CH4_AVERAGE_MOLE_FRACTION,EF_W_FACILITY_OVERVIEW.CO2_AVERAGE_MOLE_FRACTION,EF_W_FACILITY_OVERVIEW.QUANTITY_OF_GAS_HANDLED,EF_W_FACILITY_OVERVIEW.QUANTITY_OF_OIL_HANDLED,EF_W_FACILITY_OVERVIEW.FRACTIONATE_NGL,EF_W_FACILITY_OVERVIEW.NUMBER_OF_COMPRESSORS,EF_W_FACILITY_OVERVIEW.COMPRESSOR_POWER_RATING,EF_W_FACILITY_OVERVIEW.QUANTITY_OF_GAS_INJECTED,EF_W_FACILITY_OVERVIEW.QUANTITY_OF_GAS_WITHDRAWN,EF_W_FACILITY_OVERVIEW.TOTAL_STORAGE_CAPACITY,EF_W_FACILITY_OVERVIEW.QUANTITY_IMPORTED,EF_W_FACILITY_OVERVIEW.QUANTITY_EXPORTED,EF_W_FACILITY_OVERVIEW.QUANTITY_LNG_ADDED,EF_W_FACILITY_OVERVIEW.QUANTITY_LNG_WITHDRAWN,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_RECEIVED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_WITHDRAWN,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_ADDED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_DELIVERED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_TRANSFERRED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_CONSUMED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_STOLEN,EF_W_FACILITY_OVERVIEW.QUANT_GAS_TRANSPORTED_GB,EF_W_FACILITY_OVERVIEW.QUANT_HC_LIQ_RECD,EF_W_FACILITY_OVERVIEW.QUANT_HC_LIQ_TRANS,EF_W_FACILITY_OVERVIEW.US_STATE,EF_W_FACILITY_OVERVIEW.MILES_OF_TRANS_PIPE,EF_W_FACILITY_OVERVIEW.MISSING_DATA_PROC_USED
Comstock Resources  Inc. - Basin 230,1009890,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,DE SOTO  LA (31),Other tight reservoir rock,230 - DE SOTO  LA (31) - Other tight reservoir rock,,,,112,0,0,0,0,.9681299,.0207744,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 230,1009890,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,DE SOTO  LA (31),Shale gas,230 - DE SOTO  LA (31) - Shale gas,,,,428,8,1,21,0,.9668532,.0247903,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 230,1009890,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,NATCHITOCHES  LA (69),High permeability gas,230 - NATCHITOCHES  LA (69) - High permeability gas,,,,1,0,0,0,0,.966163,.031957,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 230,1009890,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,OUACHITA  LA (73),High permeability gas,230 - OUACHITA  LA (73) - High permeability gas,,,,3,0,0,0,0,.966163,.031957,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 230,1009890,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,OUACHITA  LA (73),Other tight reservoir rock,230 - OUACHITA  LA (73) - Other tight reservoir rock,,,,4,0,0,0,0,.966163,.031957,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 230,1009890,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,RED RIVER  LA (81),Shale gas,230 - RED RIVER  LA (81) - Shale gas,,,,26,0,3,2,0,.9657734,.0231109,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 230,1009890,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,SABINE  LA (85),Shale gas,230 - SABINE  LA (85) - Shale gas,,,,24,0,2,0,0,.8897664,.0274535,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 230,1009890,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WEBSTER  LA (119),Shale gas,230 - WEBSTER  LA (119) - Shale gas,,,,1,0,0,1,0,.97129,.02579,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 260,1009907,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,CHEROKEE  TX (73),Other tight reservoir rock,260 - CHEROKEE  TX (73) - Other tight reservoir rock,,,,2,0,0,0,0,.9246,.0201,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 260,1009907,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HARRISON  TX (203),High permeability gas,260 - HARRISON  TX (203) - High permeability gas,,,,313,0,0,0,1,.9246,.0201,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 260,1009907,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HARRISON  TX (203),Oil,260 - HARRISON  TX (203) - Oil,54,24.39,60,2,0,0,0,0,.9246,.0201,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 260,1009907,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HARRISON  TX (203),Other tight reservoir rock,260 - HARRISON  TX (203) - Other tight reservoir rock,,,,115,0,0,0,1,.9246,.0201,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 260,1009907,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HARRISON  TX (203),Shale gas,260 - HARRISON  TX (203) - Shale gas,,,,15,0,0,3,0,.9246,.0201,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 260,1009907,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LEON  TX (289),High permeability gas,260 - LEON  TX (289) - High permeability gas,,,,25,0,0,0,0,.9246,.0201,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 260,1009907,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,NACOGDOCHES  TX (347),High permeability gas,260 - NACOGDOCHES  TX (347) - High permeability gas,,,,70,0,0,0,0,.9246,.0201,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 260,1009907,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,NACOGDOCHES  TX (347),Other tight reservoir rock,260 - NACOGDOCHES  TX (347) - Other tight reservoir rock,,,,23,0,0,0,2,.9246,.0201,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 260,1009907,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,PANOLA  TX (365),High permeability gas,260 - PANOLA  TX (365) - High permeability gas,,,,35,0,0,0,0,.9246,.0201,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 260,1009907,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,PANOLA  TX (365),Other tight reservoir rock,260 - PANOLA  TX (365) - Other tight reservoir rock,,,,100,0,0,0,1,.9246,.0201,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 260,1009907,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,PANOLA  TX (365),Shale gas,260 - PANOLA  TX (365) - Shale gas,,,,5,0,0,2,0,.9246,.0201,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 260,1009907,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,ROBERTSON  TX (395),High permeability gas,260 - ROBERTSON  TX (395) - High permeability gas,,,,86,0,0,0,0,.9246,.0201,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 260,1009907,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,RUSK  TX (401),High permeability gas,260 - RUSK  TX (401) - High permeability gas,,,,1,0,0,0,0,.9246,.0201,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 260,1009907,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,RUSK  TX (401),Other tight reservoir rock,260 - RUSK  TX (401) - Other tight reservoir rock,,,,52,0,0,0,0,.9246,.0201,,,,,,,,,,,,,,,,,,,,,,,,,
Comstock Resources  Inc. - Basin 260,1009907,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,SAN AUGUSTINE  TX (405),High permeability gas,260 - SAN AUGUSTINE  TX (405) - High permeability gas,,,,19,0,0,0,0,.9246,.0201,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,BARBOUR  WV (1),Other tight reservoir rock,160A - BARBOUR  WV (1) - Other tight reservoir rock,,,,64,0,64,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,BUCHANAN  VA (27),Coal seam,160A - BUCHANAN  VA (27) - Coal seam,,,,426,0,0,7,1,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,BUCHANAN  VA (27),Other tight reservoir rock,160A - BUCHANAN  VA (27) - Other tight reservoir rock,,,,322,0,0,0,1,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,CALHOUN  WV (13),Other tight reservoir rock,160A - CALHOUN  WV (13) - Other tight reservoir rock,,,,7,0,7,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,CARROLL  OH (19),Other tight reservoir rock,160A - CARROLL  OH (19) - Other tight reservoir rock,,,,523,0,523,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,COLUMBIANA  OH (29),Other tight reservoir rock,160A - COLUMBIANA  OH (29) - Other tight reservoir rock,,,,197,0,197,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,DICKENSON  VA (51),Coal seam,160A - DICKENSON  VA (51) - Coal seam,,,,1527,0,0,4,9,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,DICKENSON  VA (51),Other tight reservoir rock,160A - DICKENSON  VA (51) - Other tight reservoir rock,,,,739,0,0,0,1,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,DODDRIDGE  WV (17),Other tight reservoir rock,160A - DODDRIDGE  WV (17) - Other tight reservoir rock,,,,53,0,53,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,GILMER  WV (21),Other tight reservoir rock,160A - GILMER  WV (21) - Other tight reservoir rock,,,,11,0,11,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,GREENE  PA (59),Other tight reservoir rock,160A - GREENE  PA (59) - Other tight reservoir rock,,,,10,0,10,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HARRISON  OH (67),Other tight reservoir rock,160A - HARRISON  OH (67) - Other tight reservoir rock,,,,35,0,35,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HARRISON  WV (33),Other tight reservoir rock,160A - HARRISON  WV (33) - Other tight reservoir rock,,,,187,0,187,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LAWRENCE  PA (73),Other tight reservoir rock,160A - LAWRENCE  PA (73) - Other tight reservoir rock,,,,3,0,3,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LEWIS  WV (41),Other tight reservoir rock,160A - LEWIS  WV (41) - Other tight reservoir rock,,,,124,0,124,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,MAHONING  OH (99),Other tight reservoir rock,160A - MAHONING  OH (99) - Other tight reservoir rock,,,,479,0,479,0,1,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,MARION  WV (49),Other tight reservoir rock,160A - MARION  WV (49) - Other tight reservoir rock,,,,2,0,2,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,MERCER  PA (85),Other tight reservoir rock,160A - MERCER  PA (85) - Other tight reservoir rock,,,,316,0,316,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,PLEASANTS  WV (73),Other tight reservoir rock,160A - PLEASANTS  WV (73) - Other tight reservoir rock,,,,2,0,2,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,RANDOLPH  WV (83),Other tight reservoir rock,160A - RANDOLPH  WV (83) - Other tight reservoir rock,,,,48,0,48,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,RITCHIE  WV (85),Other tight reservoir rock,160A - RITCHIE  WV (85) - Other tight reservoir rock,,,,5,0,5,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,RUSSELL  VA (167),Coal seam,160A - RUSSELL  VA (167) - Coal seam,,,,169,0,0,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,RUSSELL  VA (167),Other tight reservoir rock,160A - RUSSELL  VA (167) - Other tight reservoir rock,,,,40,0,0,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,SOMERSET  PA (111),Other tight reservoir rock,160A - SOMERSET  PA (111) - Other tight reservoir rock,,,,4,0,4,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,UPSHUR  WV (97),Other tight reservoir rock,160A - UPSHUR  WV (97) - Other tight reservoir rock,,,,23,0,23,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,VENANGO  PA (121),Other tight reservoir rock,160A - VENANGO  PA (121) - Other tight reservoir rock,,,,199,0,199,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WARREN  PA (123),Other tight reservoir rock,160A - WARREN  PA (123) - Other tight reservoir rock,,,,365,0,365,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WASHINGTON  OH (167),Other tight reservoir rock,160A - WASHINGTON  OH (167) - Other tight reservoir rock,,,,233,0,233,0,4,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WIRT  WV (105),Other tight reservoir rock,160A - WIRT  WV (105) - Other tight reservoir rock,,,,1,0,1,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WISE  VA (195),Coal seam,160A - WISE  VA (195) - Coal seam,,,,112,0,0,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160A Appalachian Basin (Eastern Overthrust area),1009932,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WISE  VA (195),Other tight reservoir rock,160A - WISE  VA (195) - Other tight reservoir rock,,,,67,0,0,0,0,.880497,.001404,,,,,,,,,,,,,,,,,,,,,,,,,
Elk Operating Services  LLC 585 Paradox Basin,1009956,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,SAN JUAN  UT (37),Oil,585 - SAN JUAN  UT (37) - Oil,38.2,9.18,28.4,338,0,0,0,0,.1079264,.7212405,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160 Appalachian Basin,1009967,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,ASHTABULA  OH (7),Other tight reservoir rock,160 - ASHTABULA  OH (7) - Other tight reservoir rock,,,,21,0,21,0,0,.84,.003,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160 Appalachian Basin,1009967,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,ATHENS  OH (9),Other tight reservoir rock,160 - ATHENS  OH (9) - Other tight reservoir rock,,,,8,0,8,0,0,.84,.003,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160 Appalachian Basin,1009967,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,COSHOCTON  OH (31),Other tight reservoir rock,160 - COSHOCTON  OH (31) - Other tight reservoir rock,,,,2,0,2,0,0,.84,.003,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160 Appalachian Basin,1009967,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,CRAWFORD  PA (39),Other tight reservoir rock,160 - CRAWFORD  PA (39) - Other tight reservoir rock,,,,19,0,19,0,0,.84,.003,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160 Appalachian Basin,1009967,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,ERIE  PA (49),Other tight reservoir rock,160 - ERIE  PA (49) - Other tight reservoir rock,,,,5,0,5,0,0,.84,.003,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160 Appalachian Basin,1009967,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,FAIRFIELD  OH (45),Other tight reservoir rock,160 - FAIRFIELD  OH (45) - Other tight reservoir rock,,,,3,0,3,0,0,.84,.003,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160 Appalachian Basin,1009967,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,FAYETTE  WV (19),Other tight reservoir rock,160 - FAYETTE  WV (19) - Other tight reservoir rock,,,,2,0,2,0,0,.84,.003,,,,,,,,,,,,,,,,,,,,,,,,,
Enervest Operating  L.L.C. 160 Appalachian Basin,1009967,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,GEAUGA  OH (55),Other tight reservoir rock,160 - GEAUGA  OH (55) - Other tight reservoir rock,,,,96,0,96,0,0,.84,.003,,,,,,,,,,,,,,,,,,,,,,,,,
